team,espn_name,twitter,url,ncaa_id,stats_name,private,team_state,conference,division
Utah Tech,Utah Tech,UtahTech_WBB,https://utahtechtrailblazers.com/sports/womens-basketball,30095,Utah Tech,NA,UT,WAC,I
Ark.-Fort Smith,Ark.-Fort Smith,UAFSWBB,https://uafortsmithlions.com/sports/womens-basketball,30105,Ark.-Fort Smith,NA,AR,Lone Star,II
Covenant,Covenant,CovenantWBB,https://athletics.covenant.edu/sports/womens-basketball,30111,NA,NA,GA,CCS,III
Penn St.-Abington,Penn St.-Abington,PSUA_WBB,https://abingtonsports.com/sports/womens-basketball,30114,NA,NA,PA,United East,III
Ohio Dominican,Ohio Dominican,ODUPANTHERS_WBB,https://www.ohiodominicanpanthers.com/sports/wbkb/index,30119,NA,NA,OH,G-MAC,II
William Jewell,William Jewell,Jewell_WBB,https://jewellcardinals.com/sports/womens-basketball,30120,William Jewell,FALSE,MO,GLVC,II
Academy of Art,Academy of Art,ARTUWBB,https://artuathletics.com/sports/womens-basketball,30123,Academy of Art,NA,CA,PacWest,II
Cedarville,Cedarville,CedarvilleWBB,https://yellowjackets.cedarville.edu/sports/womens-basketball,30124,Cedarville,NA,OH,G-MAC,II
Minot St.,Minot St.,MSUBeaversWBB,https://msubeavers.com/sports/womens-basketball,30125,Minot St.,NA,ND,NSIC,II
Notre Dame (OH),Notre Dame (OH),NDCWBB,https://notredamefalcons.com/sports/womens-basketball,30126,Notre Dame (OH),NA,OH,MEC,II
Simon Fraser,Simon Fraser,SFU_WBB,https://athletics.sfu.ca/sports/womens-basketball,30127,Simon Fraser,NA,NA,Great Northwest,II
Sioux Falls,Sioux Falls,USFcougars_wbb,https://usfcougars.com/sports/womens-basketball,30128,Sioux Falls,NA,SD,NSIC,II
Black Hills St.,Black Hills St.,BHSUWBB,https://bhsuathletics.com/sports/womens-basketball,30134,Black Hills St.,NA,SD,RMAC,II
California Baptist,CA Baptist,cbuwbb,https://cbulancers.com/sports/womens-basketball,30135,California Baptist,NA,CA,WAC,I
Lindenwood (MO),Lindenwood,LindenwoodWBB,https://lindenwoodlions.com/sports/womens-basketball,30136,Lindenwood (MO),NA,MO,OVC,I
McKendree,McKendree,McKendreeWBB,https://mckbearcats.com/sports/womens-basketball,30138,McKendree,NA,IL,GLVC,II
South Dakota Mines,South Dakota Mines,hardrockerwbb,https://gorockers.com/sports/womens-basketball,30139,South Dakota Mines,NA,SD,RMAC,II
Ursuline,Ursuline,ursuline_wbb,https://ursulinearrows.com/sports/womens-basketball,30140,Ursuline,NA,OH,G-MAC,II
Walsh,Walsh,WalshCavsWBB,https://www.athletics.walsh.edu/sports/wbkb/index,30141,NA,NA,OH,G-MAC,II
Fresno Pacific,Fresno Pacific,FPUwbb,https://www.fpuathletics.com/sports/womens-basketball,30147,Fresno Pacific,NA,CA,PacWest,II
Point Loma,Point Loma,PLNU_WBB,https://plnusealions.com/sports/womens-basketball,30149,Point Loma,NA,CA,PacWest,II
Shorter,Shorter,Shorter_WBB,https://goshorterhawks.com/sports/womens-basketball,30151,Shorter,NA,GA,Gulf South,II
Southern Nazarene,Southern Nazarene,SNUwbb,https://snuathletics.com/sports/womens-basketball,30152,Southern Nazarene,NA,OK,GAC,II
Union (TN),Union (TN),UUAthleticsWB,https://uuathletics.com/sports/womens-basketball,30153,Union (TN),NA,TN,Gulf South,II
Young Harris,Young Harris,YHC_Wbb,https://yhcathletics.com/sports/womens-basketball,30154,Young Harris,NA,GA,Peach Belt,II
Houghton,Houghton,houghtonwbb,https://athletics.houghton.edu/sports/womens-basketball,30160,Houghton,NA,NY,Empire 8,III
Sarah Lawrence,Sarah Lawrence,GryphonsWBB,https://gogryphons.com/sports/womens-basketball,30163,Sarah Lawrence,NA,NY,Skyline,III
Southern Va.,Southern Va.,svuwbb,http://athletics.svu.edu/sports/wbkb/index,30164,NA,NA,VA,USA South,III
SUNY Canton,SUNY Canton,RoosWBB,https://rooathletics.com/sports/womens-basketball,30165,SUNY Canton,NA,NY,North Atlantic,III
Valley Forge,Valley Forge,uvf_wbb,https://uvfpatriots.com/sports/womens-basketball,30166,Valley Forge,NA,PA,CSAC,III
Berea,Berea,BereaWBBALL,https://bereaathletics.com/sports/womens-basketball,30171,Berea,NA,KY,CCS,III
Iowa Wesleyan,Iowa Wesleyan,IWTigersWBB,https://www.iwtigers.com/sport/0/2,30173,NA,FALSE,IA,NA,NAIA
Daemen,Daemen,DaemenWBB,https://daemenwildcats.com/sports/womens-basketball,30174,NA,NA,NY,ECC,II
Holy Names,Holy Names,HNUWBB,https://hnuhawks.com/sports/womens-basketball,30175,Holy Names,NA,CA,PacWest,II
Lubbock Christian,Lubbock Christian,LCUWomensBball,https://lcuchaps.com/sports/womens-basketball,30177,Lubbock Christian,NA,TX,Lone Star,II
Northwestern Okla.,Northwestern Okla.,NWOSUWBB,https://riderangersride.com/sports/womens-basketball,30178,Northwestern Okla.,NA,OK,GAC,II
Rogers St.,Rogers St.,rsuwbb,https://rsuhillcats.com/sports/womens-basketball,30180,Rogers St.,NA,OK,Mid-America Intercollegiate,II
UVa-Wise,UVa-Wise,UVAWISEWBB,https://uvawisecavs.com/sports/womens-basketball,30181,UVA Wise,NA,VA,SAC,II
Bryn Athyn,Bryn Athyn,BrynAthynWBB,https://brynathynathletics.com/sports/womens-basketball,30188,NA,NA,PA,CSAC,III
Penn College,Penn College,PCTWBasketball,https://pctwildcats.com/sports/womens-basketball,30190,NA,NA,PA,United East,III
Southern Wesleyan,Southern Wesleyan,SWUWomensBB,https://swuathletics.com/sports/womens-basketball,30192,Southern Wesleyan,NA,SC,Conference Carolinas,II
Belhaven,Belhaven,BelhavenWbb,https://blazers.belhaven.edu/index.aspx?path=wbball,30197,NA,NA,MS,CCS,III
Cal St. San Marcos,Cal St. San Marcos,CSUSM_WBB,https://csusmcougars.com/sports/womens-basketball,30198,Cal St. San Marcos,NA,CA,CCAA,II
Concordia (CA),Concordia (CA),cuiwbasketball,https://cuieagles.com/sports/womens-basketball,30199,Concordia (CA),NA,CA,PacWest,II
Concordia Portland,Concordia Portland,gocugowbb,NA,30200,NA,NA,OR,NA,NA
Okla. Baptist,Okla. Baptist,OBU_WBBall,https://obubison.com/sports/womens-basketball,30202,Okla. Baptist,NA,OK,GAC,II
Westminster (UT),Westminster (UT),westminsterwbb,https://westminstergriffins.com/sports/womens-basketball,30209,Westminster (UT),NA,UT,RMAC,II
Dean,Dean,DeanWBB,https://deanbulldogs.com/sports/womens-basketball,30219,NA,NA,MA,Great Northeast,III
Biola,Biola,biolawbb,https://athletics.biola.edu/sports/womens-basketball,30220,Biola,NA,CA,PacWest,II
Davenport,Davenport,DU_WBB,https://dupanthers.com/sports/womens-basketball,30221,Davenport,NA,MI,GLIAC,II
Purdue Northwest,Purdue Northwest,PNWWBB,https://pnwathletics.com/sports/womens-basketball,30222,Purdue Northwest,NA,IN,GLIAC,II
SUNY Delhi,SUNY Delhi,SUNYDelhiWBB,https://delhibroncos.com/sports/wbkb/index,30225,NA,NA,NY,North Atlantic,III
Edward Waters,Edward Waters,NA,https://www.ewctigerpride.com/sport/0/2.php,30244,Edward Waters,TRUE,FL,SIAC,II
Talladega,Talladega,NA,http://www.talladegatornadoes.com/sport/0/3,505160,Talladega,TRUE,AL,NA,NAIA
