college,ncaa_id,college_clean,category
Watonga High School,,Watonga High School,Other
Waukee Middle School,,Waukee Middle School,Other
Wayland Baptist,,Wayland Baptist,College
Wayne Community Activity Center,,Wayne Community Activity Center,Other
Wayne County Community College,,Wayne County CC,Community College
Wayne State,757,Wayne State,College
Wayne State University,757,Wayne State,College
Wayne State College,1433,Wayne State College,College
Waynesburg,1434,Waynesburg,College
Waynesburg University,1434,Waynesburg,College
Wayzata,,Wayzata,Other
Webber International University,,Webber International,College
Weber State,758,Weber State,College
Webster,759,Webster,College
Welch High School,,Welch High School,Other
Wellington High School,,Wellington High School,Other
Wellsboro High School,,Wellsboro High School,Other
Wesley College,763,Wesley College,College
Wesleyan,764,Wesleyan,College
University of West Alabama,358,West Alabama,College
West Alabama,358,West Alabama,College
West Campus High School,,West Campus High School,Other
West Central,,West Central,Other
West Chester,765,West Chester,College
West Chester Rustin High School,,West Chester Rustin High School,Other
West Coast Elite Under Armour,,West Coast Elite Under Armour,Other
West Coast Premier Basketball Academy,,West Coast Premier Basketball Academy,Other
West Feliciana High School,,West Feliciana High School,Other
West Florence High School,,West Florence High School,Other
West Florida,11740,West Florida,College
West Forsyth High School,,West Forsyth High School,Other
University of West Georgia,766,West Georgia,College
West Georgia,766,West Georgia,College
West Guilford High School,,West Guilford High School,Other
West Jessamine High School,,West Jessamine High School,Other
West Jessamine Middle School,,West Jessamine Middle School,Other
West Liberty,1438,West Liberty,College
West Los Angeles College,,West Los Angeles College,Community College
West Memphis High School,,West Memphis High School,Other
West Monroe High School,,West Monroe High School,Other
West Texas A&M,767,West Texas A&M,College
West Va. Wesleyan,9630,West Va. Wesleyan,College
West Valley High School,,West Valley High School,Other
West Virginia,768,West Virginia,College
West Virginia University,768,West Virginia,College
West Virginia Infinity,,West Virginia Infinity,Other
West Virginia Rampage,,West Virginia Rampage,Other
West Virginia State,1439,West Virginia State,College
West Virginia State University,1439,West Virginia State University,College
West Virginia Storm,,West Virginia Storm,Other
West Virginia Tech,,West Virginia Tech,College
West Virginia University Tech,,West Virginia University Tech,College
West Virginia Wesleyan,9630,West Virginia Wesleyan,College
Western Carolina,769,Western Carolina,College
Western Colo.,2759,Western Colo.,College
Western Colorado,2759,Western Colorado,College
Western Illinois,771,Western Illinois,College
Western Kentucky,772,Western Kentucky,College
Western Kentucky University,772,Western Kentucky,College
Western Michigan,774,Western Michigan,College
Western Michigan University,774,Western Michigan,College
Western Nebraska Community College,,Western Nebraska CC,Community College
Western New Mexico,1445,Western New Mexico,College
Western New Mexico University,1445,Western New Mexico,College
Western Oregon,1446,Western Oregon,College
Western State College,,Western State College,College
Western Texas,,Western Texas College,Community College
Western Texas College,,Western Texas College,Community College
Western Washington,1448,Western Washington,College
Westerville High School,,Westerville High School,Other
Westhill Senior High School,,Westhill Senior High School,Other
Westlake High School,,Westlake High School,Other
Westlake Hoops,,Westlake Hoops,Other
Westminster University,30209,Westminster,College
Westminster,30209,Westminster,College
Westminster (PA),1451,Westminster (PA),College
Westminster College,1451,Westminster College,College
Westminster School,,Westminster School,Other
Westmont,30260,Westmont,College
Westmont College,30260,Westmont ,College
Weston,,Weston,College
Weston High School,,Weston High School,Other
Westside High School,,Westside High School,Other
Westview High School,,Westview High School,Other
Westwood High School,,Westwood High School,Other
Wharton High School,,Wharton High School,Other
Wheaton (IL),778,Wheaton (IL),College
Wheaton College (Mass.),779,Wheaton College (Mass.),College
Wheeling University,12799,Wheeling,College
Wheeling Jesuit,,Wheeling Jesuit,Other
Wheelock College,,Wheelock College,College
White County High School,,White County High School,Other
White Knoll High School,,White Knoll High School,Other
White Plains High School,,White Plains High School,Other
Whitman-Hanson Regional High School,,Whitman-Hanson Regional High School,Other
Whitney High School,,Whitney High School,Other
Whitney Young High School,,Whitney Young High School,Other
Whittier Christian High School,,Whittier Christian High School,Other
Whittle School and Studios,,Whittle School and Studios,Other
Whitworth,1454,Whitworth,College
WIAA,,WIAA,Other
Wichita Heights High School,,Wichita Heights High School,Other
Wichita South High School,,Wichita South High School,Other
Wichita State,782,Wichita State,College
Wichita State University,782,Wichita State,College
Widener,783,Widener,College
Wiley,,Wiley,College
Wiley College,,Wiley College,College
Willamette,785,Willamette,College
Willamette Valley Basketball,,Willamette Valley Basketball,Other
College of William & Mary,786,William & Mary,College
William & Mary,786,William & Mary,College
William and Mary,786,William and Mary,College
William Byrd High School,,William Byrd High School,Other
William Carey,,William Carey,College
William Jewell,30120,William Jewell,College
William Jewell College,30120,William Jewell College,College
William Paterson University,787,William Paterson,College
William Peace,17094,William Peace,College
William Penn,,William Penn,College
William Penn University,,William Penn,College
William Penn Charter School,,William Penn Charter School,Other
William R. Boone High School,,William R. Boone High School,Other
William Smith,30073,William Smith,College
William Wetsel Middle School,,William Wetsel Middle School,Other
William Woods,,William Woods,College
William Woods University,,William Woods,College
Williams College,789,Williams College,College
Williamston High School,,Williamston High School,Other
Williston State College,,Williston State,Community College
Willmar High School,,Willmar High School,Other
Willows Academy,,Willows Academy,Other
Wilmington,1461,Wilmington,College
Wilmington College,1461,Wilmington,College
Wilmington (OH),1461,Wilmington (OH),College
Wilson HS,,Wilson HS,Other
Windsor High School,,Windsor High School,Other
Windward School,,Windward School,Other
Windy City Bulls,,Windy City Bulls,Other
Winfield High School,,Winfield High School,Other
Wingate,1462,Wingate,College
Wingate University,1462,Wingate University,College
Winnfield Senior High School,,Winnfield Senior High School,Other
Winona Cotter High School,,Winona Cotter High School,Other
Winona State,790,Winona State,College
Winston-Salem,791,Winston-Salem,College
Winston-Salem Christian School,,Winston-Salem Christian School,Other
Winston-Salem State,791,Winston-Salem State,College
Winston-Salem State University,791,Winston-Salem State,College
Winter Park High School,,Winter Park High School,Other
Winthrop,792,Winthrop,College
Winthrop University,792,Winthrop,College
University of Wisconsin,796,Wisconsin,College
Wisconsin,796,Wisconsin,College
Wisconsin Academy Basketball,,Wisconsin Academy Basketball,Other
Wisconsin GLO,,Wisconsin GLO,Other
Wisconsin Herd,,Wisconsin Herd,Other
Wisconsin Playground Elite,,Wisconsin Playground Elite,Other
Wisconsin Playmakers,,Wisconsin Playmakers,Other
Wisconsin-La Crosse,795,Wisconsin-La Crosse,College
Wisconsin-Parkside,799,Wisconsin-Parkside,College
Wisconsin-Platteville,800,Wisconsin-Platteville,College
University of Wisconsin-River Falls,801,Wisconsin-River Falls,College
Wisconsin-River Falls,801,Wisconsin-River Falls,College
Wisconsin-Superior,804,Wisconsin-Superior,College
Wisconsin-Whitewater,805,Wisconsin-Whitewater,College
Wittenberg,806,Wittenberg,College
Wittenberg University,806,Wittenberg,College
WNBA,,WNBA,Professional
Wofford,2915,Wofford,College
Wofford College,2915,Wofford College,College
Woodbridge High School,,Woodbridge High School,Other
Woodbury,,Woodbury,College
Woodward,,Woodward,Other
Worcester Academy,,Worcester Academy,Other
Worcester Polytechnic Institute,808,Worcester Polytechnic Institute,College
WPI,808,WPI,College
Wrenshall High School,,Wrenshall High School,Other
Wright State,810,Wright State,College
Wylie High School,,Wylie High School,Other
Wyoming,811,Wyoming,College
Xavier,812,Xavier,College
Xavier University,812,Xavier University,College
Yale,813,Yale,College
YMCA of Greater Spartanburg,,YMCA of Greater Spartanburg,Other
Yorba Linda High School,,Yorba Linda High School,Other
Young Harris College,30154,Young Harris College,College
Youngstown State,817,Youngstown State,College
Youngstown State University,817,Youngstown State University,College
Yucaipa High School,,Yucaipa High School,Other
